Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
"Kyrgyz Republic ",2015,61.3,20.0,N/A,24.0,93.6,53.2,N/A,73.7,85.0,73.8,80.2,60.0,50.0
Laos,2015,51.4,15.0,N/A,26.0,86.2,86.8,N/A,59.5,57.1,74.5,58.6,30.0,20.0
Macau,2015,70.3,60.0,N/A,49.7,71.8,91.8,N/A,60.0,50.0,74.9,90.0,85.0,70.0
"Malaysia ",2015,70.8,55.0,N/A,50.0,84.4,74.0,N/A,93.5,75.7,80.8,80.0,55.0,60.0
Maldives,2015,53.4,25.0,N/A,21.9,95.5,50.6,N/A,85.8,73.4,74.1,47.8,30.0,30.0
Micronesia,2015,49.6,30.0,N/A,30.0,93.2,0.0,N/A,51.0,79.1,76.9,81.0,25.0,30.0
Mongolia,2015,59.2,30.0,N/A,38.0,83.9,35.6,N/A,68.2,82.7,69.2,74.8,50.0,60.0
Nepal,2015,51.3,30.0,N/A,31.0,85.6,88.9,N/A,65.7,44.3,70.5,61.8,5.0,30.0
New Zealand,2015,82.1,95.0,N/A,91.0,70.4,43.0,N/A,95.5,91.4,87.6,86.8,80.0,80.0
North Korea,2015,1.3,5.0,N/A,8.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
"Pakistan ",2015,55.6,30.0,N/A,28.0,77.7,86.1,N/A,65.6,42.1,71.2,65.6,50.0,40.0
Papua New Guinea,2015,53.1,20.0,N/A,25.0,66.9,68.7,N/A,53.5,74.5,72.7,85.0,35.0,30.0
Philippines,2015,62.2,30.0,N/A,36.0,79.1,89.3,N/A,55.3,58.2,78.8,75.4,60.0,60.0
Samoa,2015,61.9,60.0,N/A,38.0,80.2,46.5,N/A,73.6,78.4,81.2,75.8,55.0,30.0
Singapore,2015,89.4,90.0,N/A,86.0,91.2,93.8,N/A,96.9,96.9,83.7,90.0,85.0,80.0
Solomon Islands,2015,47.0,30.0,N/A,25.0,61.1,25.7,N/A,67.7,68.6,74.3,73.0,15.0,30.0
South Korea,2015,71.5,75.0,N/A,55.0,72.5,67.9,N/A,89.7,51.1,81.6,72.6,70.0,80.0
Sri Lanka,2015,58.6,35.0,N/A,37.0,85.0,88.4,N/A,72.5,58.7,68.2,71.6,30.0,40.0
Taiwan,2015,75.1,70.0,N/A,61.0,80.4,87.1,N/A,92.4,55.2,83.3,86.4,75.0,60.0
Tajikistan,2015,52.7,20.0,N/A,22.0,92.1,81.9,N/A,65.4,46.4,69.6,74.6,25.0,30.0
"Thailand ",2015,62.4,40.0,N/A,35.0,81.5,81.4,N/A,72.5,63.5,69.9,75.4,45.0,60.0
Timor-Leste,2015,45.5,20.0,N/A,30.0,64.7,0.0,N/A,59.8,72.0,68.7,79.6,40.0,20.0
Tonga,2015,59.3,20.0,N/A,28.6,87.2,79.0,N/A,74.1,92.1,73.5,78.4,40.0,20.0
Turkmenistan,2015,41.4,5.0,N/A,17.0,94.0,93.5,N/A,30.0,20.0,64.2,80.0,0.0,10.0
Uzbekistan,2015,47.0,15.0,N/A,17.0,90.2,67.3,N/A,73.1,64.2,63.5,69.8,0.0,10.0
Vanuatu,2015,61.1,40.0,N/A,33.5,97.2,83.8,N/A,51.5,46.4,82.9,75.4,60.0,40.0
Vietnam,2015,51.7,15.0,N/A,31.0,79.1,77.1,N/A,61.5,62.9,66.8,78.6,15.0,30.0
Afghanistan,2014,N/A,N/A,N/A,10.0,91.2,84.2,N/A,63.1,75.0,74.3,N/A,65.0,N/A
Australia,2014,82.0,90.0,N/A,87.7,64.2,62.6,N/A,94.6,79.2,80.5,86.4,85.0,90.0
"Bangladesh ",2014,54.1,20.0,N/A,23.3,72.5,92.3,N/A,70.8,51.9,65.9,59.0,55.0,30.0
Bhutan,2014,56.7,60.0,N/A,58.8,82.9,57.2,N/A,59.4,83.6,65.8,49.4,20.0,30.0
Brunei Darussalam,2014,69.0,40.0,N/A,53.3,90.2,66.1,N/A,68.2,96.5,74.2,81.8,70.0,50.0
Burma,2014,46.5,10.0,N/A,11.6,86.9,89.2,N/A,28.3,75.7,64.8,73.6,15.0,10.0
Cambodia,2014,57.4,30.0,N/A,18.7,90.8,88.4,N/A,36.6,50.2,77.9,71.0,60.0,50.0
China,2014,52.5,20.0,N/A,35.0,69.9,82.9,N/A,49.7,61.9,73.3,71.8,30.0,30.0
Fiji,2014,58.7,25.0,N/A,20.0,82.3,76.2,N/A,64.9,73.1,75.2,70.2,50.0,50.0
Hong Kong,2014,90.1,90.0,N/A,82.3,93.0,89.7,N/A,98.9,95.5,82.0,90.0,90.0,90.0
India,2014,55.7,50.0,N/A,31.5,79.4,77.8,N/A,37.7,74.0,65.5,65.6,35.0,40.0
Indonesia,2014,58.5,30.0,N/A,28.0,83.4,89.8,N/A,54.8,47.8,76.4,74.8,40.0,60.0
Japan,2014,72.4,80.0,N/A,77.8,69.2,47.1,N/A,80.0,79.8,87.5,82.4,70.0,50.0
Kazakhstan,2014,63.7,30.0,N/A,25.7,92.9,85.0,N/A,74.4,86.7,74.4,78.2,40.0,50.0
Kiribati,2014,46.3,30.0,N/A,29.2,71.4,0.0,N/A,57.0,83.6,81.3,55.4,25.0,30.0
"Kyrgyz Republic ",2014,61.1,20.0,N/A,19.2,94.6,60.2,N/A,74.2,83.8,73.7,75.2,60.0,50.0
Laos,2014,51.2,15.0,N/A,18.6,86.6,86.7,N/A,60.7,54.9,75.5,58.6,35.0,20.0
Macau,2014,71.3,60.0,N/A,49.7,71.4,91.7,N/A,60.0,55.0,79.8,90.0,85.0,70.0
"Malaysia ",2014,69.6,55.0,N/A,44.3,84.6,75.6,N/A,85.6,78.5,81.0,76.4,55.0,60.0
Maldives,2014,51.0,20.0,N/A,21.9,97.4,43.8,N/A,87.4,71.7,69.4,43.8,25.0,30.0
Micronesia,2014,49.8,30.0,N/A,30.0,97.5,0.0,N/A,51.7,77.9,75.2,81.0,25.0,30.0
Mongolia,2014,58.9,30.0,N/A,28.2,81.8,39.1,N/A,71.8,81.1,72.4,74.7,50.0,60.0
Nepal,2014,50.1,30.0,N/A,21.3,85.9,89.6,N/A,58.5,43.8,76.3,61.0,5.0,30.0
New Zealand,2014,81.2,95.0,N/A,94.0,71.2,32.3,N/A,96.1,90.2,86.3,86.8,80.0,80.0
North Korea,2014,1.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
"Pakistan ",2014,55.2,30.0,N/A,22.7,80.6,88.3,N/A,69.4,47.3,68.5,64.8,40.0,40.0
Papua New Guinea,2014,53.9,20.0,N/A,20.2,66.7,75.4,N/A,57.0,73.7,75.5,85.1,35.0,30.0
Philippines,2014,60.1,30.0,N/A,26.1,79.2,92.3,N/A,59.9,49.7,78.0,75.5,60.0,50.0
Samoa,2014,61.1,60.0,N/A,38.0,79.9,42.2,N/A,73.7,80.3,76.1,75.8,55.0,30.0
Singapore,2014,89.4,90.0,N/A,91.9,91.2,91.2,N/A,96.8,96.5,81.5,90.0,85.0,80.0
Solomon Islands,2014,46.2,30.0,N/A,25.0,61.4,21.3,N/A,65.2,65.2,75.4,73.0,15.0,30.0
South Korea,2014,71.2,70.0,N/A,54.0,72.6,72.6,N/A,92.8,47.8,79.6,72.6,70.0,80.0
Sri Lanka,2014,60.0,40.0,N/A,33.4,84.9,86.3,N/A,74.4,59.2,68.0,73.6,40.0,40.0
Taiwan,2014,73.9,70.0,N/A,59.7,80.3,84.7,N/A,93.9,53.1,81.7,85.8,70.0,60.0
Tajikistan,2014,52.0,20.0,N/A,19.4,92.3,78.1,N/A,58.4,45.5,67.7,73.2,25.0,40.0
"Thailand ",2014,63.3,45.0,N/A,33.6,79.7,83.6,N/A,71.4,61.6,68.6,75.0,45.0,70.0
Timor-Leste,2014,43.2,20.0,N/A,25.4,64.7,0.0,N/A,45.4,79.2,68.3,64.4,45.0,20.0
Tonga,2014,58.2,20.0,N/A,28.6,86.7,74.8,N/A,74.6,91.2,71.3,79.5,35.0,20.0
Turkmenistan,2014,42.2,5.0,N/A,13.4,95.2,93.0,N/A,30.0,30.0,65.9,79.2,0.0,10.0
Uzbekistan,2014,46.5,15.0,N/A,13.4,90.3,70.4,N/A,75.7,60.8,63.1,66.1,0.0,10.0
Vanuatu,2014,59.5,40.0,N/A,33.5,97.3,81.7,N/A,54.8,56.8,82.7,48.0,60.0,40.0
Vietnam,2014,50.8,15.0,N/A,26.9,77.0,71.4,N/A,62.0,68.3,63.6,78.7,15.0,30.0
Afghanistan,2013,N/A,N/A,N/A,15.0,N/A,83.2,N/A,59.7,75.8,69.5,N/A,65.0,N/A
Australia,2013,82.6,90.0,N/A,88.0,66.4,62.8,N/A,95.5,83.5,83.8,86.2,80.0,90.0
"Bangladesh ",2013,52.6,20.0,N/A,27.0,72.7,92.1,N/A,68.0,51.9,65.4,54.0,55.0,20.0
Bhutan,2013,55.0,60.0,N/A,57.0,82.7,38.8,N/A,60.5,84.4,67.3,49.5,20.0,30.0
Burma,2013,39.2,10.0,N/A,15.0,81.9,96.8,N/A,20.0,20.0,65.1,73.6,0.0,10.0
Cambodia,2013,58.5,30.0,N/A,21.0,90.9,88.4,N/A,39.4,54.2,81.3,70.2,60.0,50.0
China,2013,51.9,20.0,N/A,36.0,70.2,83.3,N/A,48.0,62.6,71.6,72.0,25.0,30.0
Fiji,2013,57.2,25.0,N/A,20.0,78.0,78.0,N/A,65.7,74.9,72.8,68.0,40.0,50.0
Hong Kong,2013,89.3,90.0,N/A,84.0,92.9,88.9,N/A,98.9,86.2,82.1,90.0,90.0,90.0
India,2013,55.2,50.0,N/A,31.0,78.3,77.9,N/A,37.3,73.6,65.3,63.6,35.0,40.0
Indonesia,2013,56.9,30.0,N/A,30.0,83.4,89.2,N/A,50.2,50.8,75.5,75.0,35.0,50.0
Japan,2013,71.8,80.0,N/A,80.0,69.2,45.0,N/A,81.3,80.3,90.6,81.8,60.0,50.0
Kazakhstan,2013,63.0,35.0,N/A,27.0,93.2,84.5,N/A,71.8,88.4,72.2,78.2,30.0,50.0
Kiribati,2013,45.9,30.0,N/A,31.0,71.2,0.0,N/A,59.2,78.5,78.4,55.4,25.0,30.0
"Kyrgyz Republic ",2013,59.6,20.0,N/A,21.0,94.8,56.4,N/A,73.2,88.6,66.7,75.4,50.0,50.0
Laos,2013,50.1,15.0,N/A,22.0,79.7,85.8,N/A,62.1,54.7,73.0,58.7,30.0,20.0
Macau,2013,71.7,60.0,N/A,51.0,73.5,91.5,N/A,60.0,55.0,81.3,90.0,85.0,70.0
"Malaysia ",2013,66.1,55.0,N/A,43.0,85.1,73.5,N/A,79.9,72.3,79.8,77.0,45.0,50.0
Maldives,2013,49.0,25.0,N/A,25.0,98.8,14.5,N/A,88.7,64.0,70.4,43.7,30.0,30.0
Micronesia,2013,50.1,30.0,N/A,30.0,97.5,0.0,N/A,54.1,82.5,76.1,81.0,20.0,30.0
Mongolia,2013,61.7,30.0,N/A,27.0,82.5,62.6,N/A,70.4,79.2,75.6,79.8,50.0,60.0
Nepal,2013,50.4,30.0,N/A,22.0,85.8,89.2,N/A,57.2,44.3,75.1,60.8,10.0,30.0
New Zealand,2013,81.4,95.0,N/A,95.0,71.5,33.2,N/A,99.9,89.5,83.3,86.8,80.0,80.0
North Korea,2013,1.5,5.0,N/A,10.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
"Pakistan ",2013,55.1,30.0,N/A,25.0,80.5,89.0,N/A,70.7,47.9,67.0,66.0,35.0,40.0
Papua New Guinea,2013,53.6,20.0,N/A,22.0,67.4,72.3,N/A,58.3,73.4,72.4,85.0,35.0,30.0
Philippines,2013,58.2,30.0,N/A,26.0,79.3,90.2,N/A,53.1,51.0,76.6,75.5,50.0,50.0
Samoa,2013,57.1,60.0,N/A,39.0,80.6,34.3,N/A,72.4,80.4,78.5,66.0,30.0,30.0
Singapore,2013,88.0,90.0,N/A,92.0,91.1,91.3,N/A,97.1,91.4,82.0,90.0,75.0,80.0
Solomon Islands,2013,45.0,30.0,N/A,27.0,66.2,6.1,N/A,66.6,66.4,75.4,72.6,10.0,30.0
South Korea,2013,70.3,70.0,N/A,54.0,73.0,72.8,N/A,93.6,48.7,77.9,72.6,70.0,70.0
Sri Lanka,2013,60.7,40.0,N/A,33.0,84.7,86.5,N/A,77.0,60.8,69.1,76.2,40.0,40.0
Taiwan,2013,72.7,70.0,N/A,61.0,80.5,84.9,N/A,94.3,53.3,82.9,85.0,65.0,50.0
Tajikistan,2013,53.4,20.0,N/A,23.0,92.8,78.1,N/A,61.7,55.5,64.6,78.2,20.0,40.0
"Thailand ",2013,64.1,45.0,N/A,34.0,78.9,83.7,N/A,73.2,72.9,68.3,75.2,40.0,70.0
Timor-Leste,2013,43.7,20.0,N/A,24.0,64.7,0.0,N/A,44.8,81.2,69.3,73.0,40.0,20.0
Tonga,2013,56.0,20.0,N/A,31.0,87.1,64.7,N/A,76.6,84.4,71.1,75.6,30.0,20.0
Turkmenistan,2013,42.6,5.0,N/A,16.0,94.0,91.7,N/A,30.0,30.0,70.6,79.2,0.0,10.0
Uzbekistan,2013,46.0,15.0,N/A,16.0,90.2,67.8,N/A,71.2,61.0,63.0,66.1,0.0,10.0
Vanuatu,2013,56.6,40.0,N/A,35.0,97.3,80.5,N/A,56.4,57.7,81.4,48.0,30.0,40.0
Vietnam,2013,51.0,15.0,N/A,29.0,75.6,72.4,N/A,63.8,65.5,65.3,78.6,15.0,30.0
Afghanistan,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2012,83.1,90.0,N/A,87.0,63.4,67.1,N/A,91.9,90.6,84.5,86.2,80.0,90.0
"Bangladesh ",2012,53.2,20.0,N/A,24.0,72.8,93.9,N/A,68.5,55.9,67.5,54.0,55.0,20.0
Bhutan,2012,56.6,60.0,N/A,57.0,83.8,55.3,N/A,59.7,78.6,72.6,49.5,20.0,30.0
Burma,2012,38.7,10.0,N/A,14.0,82.0,96.0,N/A,20.0,20.0,61.2,73.6,0.0,10.0
Cambodia,2012,57.6,30.0,N/A,21.0,91.1,90.0,N/A,40.7,47.2,80.7,65.2,60.0,50.0
China,2012,51.2,20.0,N/A,35.0,70.4,84.1,N/A,46.4,55.4,74.2,71.6,25.0,30.0
Fiji,2012,57.3,25.0,N/A,20.0,78.1,78.9,N/A,59.3,75.8,75.7,69.7,30.0,60.0
Hong Kong,2012,89.9,90.0,N/A,84.0,93.1,91.0,N/A,98.9,86.5,85.8,90.0,90.0,90.0
India,2012,54.6,50.0,N/A,33.0,76.1,74.8,N/A,35.5,74.2,62.9,64.1,35.0,40.0
Indonesia,2012,56.4,30.0,N/A,28.0,83.5,91.6,N/A,54.6,52.1,75.2,73.9,35.0,40.0
Japan,2012,71.6,80.0,N/A,78.0,67.1,47.0,N/A,81.8,81.4,88.9,81.8,60.0,50.0
Kazakhstan,2012,63.6,40.0,N/A,29.0,90.4,83.4,N/A,72.9,88.7,71.8,79.6,30.0,50.0
Kiribati,2012,46.9,30.0,N/A,32.0,72.4,0.0,N/A,61.2,85.5,77.3,55.4,25.0,30.0
"Kyrgyz Republic ",2012,60.2,20.0,N/A,20.0,93.1,66.5,N/A,74.1,88.9,71.0,63.2,55.0,50.0
Laos,2012,50.0,15.0,N/A,21.0,79.8,86.6,N/A,61.6,55.7,76.9,58.7,25.0,20.0
Macau,2012,71.8,60.0,N/A,50.0,75.8,88.1,N/A,60.0,55.0,84.2,90.0,85.0,70.0
"Malaysia ",2012,66.4,50.0,N/A,44.0,84.5,72.5,N/A,78.1,79.3,81.6,78.8,45.0,50.0
Maldives,2012,49.2,25.0,N/A,23.0,98.0,0.0,N/A,89.7,71.9,75.3,43.7,35.0,30.0
Micronesia,2012,50.7,30.0,N/A,30.0,97.6,3.9,N/A,57.0,83.7,73.4,81.0,20.0,30.0
Mongolia,2012,61.5,30.0,N/A,27.0,88.5,62.8,N/A,67.7,74.5,74.3,79.8,50.0,60.0
Nepal,2012,50.2,30.0,N/A,22.0,86.0,88.1,N/A,53.6,45.4,74.9,61.5,10.0,30.0
New Zealand,2012,82.1,95.0,N/A,93.0,71.6,45.0,N/A,99.9,89.9,85.2,86.8,75.0,80.0
North Korea,2012,1.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
"Pakistan ",2012,54.7,30.0,N/A,23.0,80.6,88.1,N/A,70.0,47.8,66.3,66.0,35.0,40.0
Papua New Guinea,2012,53.8,20.0,N/A,21.0,68.3,72.6,N/A,59.0,74.0,73.2,84.8,35.0,30.0
Philippines,2012,57.1,30.0,N/A,24.0,79.1,89.7,N/A,54.3,51.7,77.1,75.5,40.0,50.0
Samoa,2012,60.5,60.0,N/A,41.0,80.3,61.3,N/A,72.9,82.3,77.0,70.0,30.0,30.0
Singapore,2012,87.5,90.0,N/A,93.0,91.3,91.3,N/A,97.2,92.1,84.8,90.0,75.0,70.0
Solomon Islands,2012,46.2,30.0,N/A,28.0,69.3,30.3,N/A,63.7,68.1,77.4,55.4,10.0,30.0
South Korea,2012,69.9,70.0,N/A,54.0,72.8,67.2,N/A,93.6,49.7,78.9,72.6,70.0,70.0
Sri Lanka,2012,58.3,40.0,N/A,32.0,73.5,81.4,N/A,78.0,62.1,68.5,77.1,30.0,40.0
Taiwan,2012,71.9,70.0,N/A,58.0,80.4,92.3,N/A,88.5,46.6,83.1,85.0,65.0,50.0
Tajikistan,2012,53.4,20.0,N/A,21.0,89.0,75.5,N/A,61.6,56.8,67.4,82.5,20.0,40.0
"Thailand ",2012,64.9,45.0,N/A,35.0,75.1,87.5,N/A,72.5,79.0,69.3,75.2,40.0,70.0
Timor-Leste,2012,43.3,20.0,N/A,25.0,64.7,0.0,N/A,43.1,75.1,77.4,73.0,35.0,20.0
Tonga,2012,57.0,25.0,N/A,30.0,85.9,62.2,N/A,77.5,92.1,72.1,75.3,30.0,20.0
Turkmenistan,2012,43.8,10.0,N/A,16.0,98.4,93.5,N/A,30.0,30.0,71.0,79.2,0.0,10.0
Uzbekistan,2012,45.8,15.0,N/A,16.0,94.4,64.9,N/A,67.6,60.1,64.2,66.1,0.0,10.0
Vanuatu,2012,56.6,40.0,N/A,36.0,97.0,79.9,N/A,59.3,50.7,78.4,55.1,30.0,40.0
Vietnam,2012,51.3,15.0,N/A,27.0,76.5,66.5,N/A,61.1,67.3,75.1,79.6,15.0,30.0
Afghanistan,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2011,82.5,90.0,N/A,87.0,61.3,64.7,N/A,90.1,92.2,85.0,84.4,80.0,90.0
"Bangladesh ",2011,53.0,20.0,N/A,24.0,72.7,92.4,N/A,65.0,54.3,68.6,58.0,55.0,20.0
Bhutan,2011,57.6,60.0,N/A,50.0,83.9,64.1,N/A,59.8,84.7,71.8,52.0,20.0,30.0
Burma,2011,37.8,5.0,N/A,14.0,81.9,98.1,N/A,20.0,20.0,56.6,72.3,0.0,10.0
Cambodia,2011,57.9,30.0,N/A,20.0,90.9,94.2,N/A,39.5,46.3,78.0,70.0,60.0,50.0
China,2011,52.0,20.0,N/A,36.0,70.3,87.0,N/A,49.8,54.9,75.3,71.6,25.0,30.0
Fiji,2011,60.4,30.0,N/A,40.0,78.1,81.3,N/A,63.2,75.7,76.1,69.8,30.0,60.0
Hong Kong,2011,89.7,90.0,N/A,82.0,93.3,89.6,N/A,98.7,86.2,87.1,90.0,90.0,90.0
India,2011,54.6,50.0,N/A,34.0,75.4,77.8,N/A,36.9,67.2,65.1,64.2,35.0,40.0
Indonesia,2011,56.0,30.0,N/A,28.0,83.0,88.9,N/A,54.9,51.8,74.3,73.8,35.0,40.0
Japan,2011,72.8,80.0,N/A,77.0,67.0,58.7,N/A,83.8,81.1,87.9,82.6,60.0,50.0
Kazakhstan,2011,62.1,35.0,N/A,27.0,87.3,78.5,N/A,74.3,88.4,69.9,80.9,30.0,50.0
Kiribati,2011,44.8,30.0,N/A,28.0,60.3,0.0,N/A,62.9,85.1,71.1,55.4,25.0,30.0
"Kyrgyz Republic ",2011,61.1,25.0,N/A,19.0,92.6,74.2,N/A,75.4,88.1,68.6,63.2,55.0,50.0
Laos,2011,51.3,20.0,N/A,20.0,79.9,90.1,N/A,58.8,49.9,80.4,68.4,25.0,20.0
Macau,2011,73.1,60.0,N/A,53.0,76.6,93.3,N/A,60.0,60.0,83.4,90.0,85.0,70.0
"Malaysia ",2011,66.3,50.0,N/A,45.0,84.6,79.2,N/A,69.7,79.2,81.3,78.7,45.0,50.0
Maldives,2011,48.3,25.0,N/A,25.0,95.6,0.0,N/A,81.5,73.4,74.1,43.8,35.0,30.0
Micronesia,2011,50.3,30.0,N/A,30.0,97.6,0.0,N/A,58.7,82.4,73.4,81.0,20.0,30.0
Mongolia,2011,59.5,30.0,N/A,27.0,83.3,49.6,N/A,67.7,74.1,73.6,79.8,50.0,60.0
Nepal,2011,50.1,30.0,N/A,23.0,86.4,88.4,N/A,59.2,44.3,73.8,61.4,5.0,30.0
New Zealand,2011,82.3,95.0,N/A,94.0,64.7,49.3,N/A,99.9,89.2,84.8,86.6,80.0,80.0
North Korea,2011,1.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
"Pakistan ",2011,55.1,30.0,N/A,24.0,80.5,88.8,N/A,70.9,46.3,63.6,67.0,40.0,40.0
Papua New Guinea,2011,52.6,20.0,N/A,21.0,66.3,63.3,N/A,60.2,72.4,72.9,85.4,35.0,30.0
Philippines,2011,56.2,30.0,N/A,24.0,78.8,91.0,N/A,43.4,50.7,76.3,77.8,40.0,50.0
Samoa,2011,60.6,60.0,N/A,45.0,80.1,67.9,N/A,72.8,82.1,68.5,70.0,30.0,30.0
Singapore,2011,87.2,90.0,N/A,92.0,91.1,91.3,N/A,98.2,98.0,86.2,90.0,75.0,60.0
Solomon Islands,2011,45.9,30.0,N/A,28.0,69.2,32.9,N/A,59.8,66.6,70.4,62.4,10.0,30.0
South Korea,2011,69.8,70.0,N/A,55.0,72.2,73.0,N/A,91.6,46.5,78.7,70.8,70.0,70.0
Sri Lanka,2011,57.1,40.0,N/A,31.0,73.4,84.7,N/A,71.9,61.8,65.8,72.2,30.0,40.0
Taiwan,2011,70.8,70.0,N/A,56.0,78.3,89.7,N/A,84.7,46.1,82.0,86.2,65.0,50.0
Tajikistan,2011,53.5,25.0,N/A,20.0,88.6,77.3,N/A,60.7,56.4,64.5,82.5,20.0,40.0
"Thailand ",2011,64.7,45.0,N/A,34.0,74.8,90.6,N/A,69.9,76.3,70.8,75.9,40.0,70.0
Timor-Leste,2011,42.8,20.0,N/A,22.0,64.7,0.0,N/A,44.2,76.5,78.1,73.0,30.0,20.0
Tonga,2011,55.8,25.0,N/A,30.0,83.1,73.2,N/A,77.4,92.1,71.1,56.2,30.0,20.0
Turkmenistan,2011,43.6,10.0,N/A,18.0,93.6,95.5,N/A,30.0,30.0,69.6,79.2,0.0,10.0
Uzbekistan,2011,45.8,15.0,N/A,17.0,90.5,71.0,N/A,66.8,60.2,61.7,66.2,0.0,10.0
Vanuatu,2011,56.7,40.0,N/A,32.0,96.1,79.1,N/A,68.8,49.8,76.5,55.1,30.0,40.0
Vietnam,2011,51.6,15.0,N/A,27.0,75.9,75.1,N/A,61.6,68.2,79.1,68.9,15.0,30.0
Afghanistan,2010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2010,82.6,90.0,N/A,87.0,61.4,64.9,N/A,90.3,94.9,82.7,85.1,80.0,90.0
"Bangladesh ",2010,51.1,20.0,N/A,21.0,72.8,93.9,N/A,59.4,53.8,66.6,58.0,45.0,20.0
Bhutan,2010,57.0,60.0,N/A,52.0,84.1,58.3,N/A,60.5,85.1,73.4,52.0,15.0,30.0
Burma,2010,36.7,5.0,N/A,13.0,81.9,98.4,N/A,20.0,20.0,46.5,72.3,0.0,10.0
Cambodia,2010,56.6,30.0,N/A,18.0,91.0,92.9,N/A,39.9,43.6,70.5,70.0,60.0,50.0
China,2010,51.0,20.0,N/A,36.0,70.2,88.1,N/A,49.7,53.2,70.6,72.2,20.0,30.0
Fiji,2010,60.3,30.0,N/A,40.0,75.7,80.6,N/A,63.5,84.0,73.6,71.0,25.0,60.0
Hong Kong,2010,89.7,90.0,N/A,81.0,93.0,93.7,N/A,98.7,87.4,83.1,90.0,90.0,90.0
India,2010,53.8,50.0,N/A,34.0,73.4,76.1,N/A,36.3,57.7,67.5,67.9,35.0,40.0
Indonesia,2010,55.5,30.0,N/A,26.0,81.9,89.1,N/A,53.1,50.8,70.8,77.9,35.0,40.0
Japan,2010,72.9,80.0,N/A,73.0,67.2,61.1,N/A,84.5,82.4,88.8,82.4,60.0,50.0
Kazakhstan,2010,61.0,30.0,N/A,22.0,87.9,82.1,N/A,73.5,83.1,65.6,85.9,30.0,50.0
Kiribati,2010,43.7,30.0,N/A,31.0,42.2,0.0,N/A,65.6,86.1,71.9,55.4,25.0,30.0
"Kyrgyz Republic ",2010,61.3,25.0,N/A,18.0,92.9,80.2,N/A,76.6,82.6,62.2,75.9,50.0,50.0
Laos,2010,51.1,15.0,N/A,20.0,80.1,90.3,N/A,59.4,58.9,73.5,68.4,25.0,20.0
Macau,2010,72.5,60.0,N/A,54.0,77.8,95.2,N/A,60.0,60.0,77.5,90.0,80.0,70.0
"Malaysia ",2010,64.8,55.0,N/A,51.0,84.3,81.3,N/A,69.9,71.4,76.7,78.7,30.0,50.0
Maldives,2010,49.0,30.0,N/A,28.0,95.5,0.0,N/A,82.3,75.3,69.7,44.5,35.0,30.0
Micronesia,2010,50.6,30.0,N/A,30.0,97.5,0.0,N/A,59.1,81.8,76.7,81.0,20.0,30.0
Mongolia,2010,60.0,30.0,N/A,30.0,81.9,56.7,N/A,69.0,75.9,66.5,79.8,50.0,60.0
Nepal,2010,52.7,35.0,N/A,27.0,86.6,92.3,N/A,59.4,44.7,77.8,58.8,15.0,30.0
New Zealand,2010,82.1,95.0,N/A,93.0,63.6,51.3,N/A,99.9,88.8,83.1,86.0,80.0,80.0
North Korea,2010,1.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
"Pakistan ",2010,55.2,30.0,N/A,25.0,80.5,88.8,N/A,71.7,49.8,69.4,67.0,30.0,40.0
Papua New Guinea,2010,53.5,20.0,N/A,20.0,65.0,63.3,N/A,59.1,83.3,72.6,86.2,35.0,30.0
Philippines,2010,56.3,30.0,N/A,23.0,78.8,91.2,N/A,48.1,51.9,72.7,77.8,40.0,50.0
Samoa,2010,60.4,55.0,N/A,44.0,79.6,67.5,N/A,73.2,80.8,73.8,70.0,30.0,30.0
Singapore,2010,86.1,90.0,N/A,92.0,90.7,95.3,N/A,98.2,98.9,80.9,90.0,75.0,50.0
Solomon Islands,2010,42.9,30.0,N/A,29.0,67.9,0.0,N/A,63.2,68.4,65.5,65.2,10.0,30.0
South Korea,2010,69.9,70.0,N/A,56.0,71.1,74.9,N/A,91.9,47.1,77.4,70.8,70.0,70.0
Sri Lanka,2010,54.6,40.0,N/A,32.0,73.5,83.9,N/A,71.8,70.7,56.8,62.2,15.0,40.0
Taiwan,2010,70.4,70.0,N/A,57.0,75.9,90.5,N/A,83.0,47.7,79.3,85.8,65.0,50.0
Tajikistan,2010,53.0,25.0,N/A,20.0,88.9,78.0,N/A,57.4,54.4,58.4,82.5,25.0,40.0
