Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Turkey,2016,62.1,40.0,N/A,45.0,75.2,55.6,N/A,65.4,48.6,71.5,84.4,75.0,60.0
Ukraine,2016,46.8,25.0,N/A,26.0,78.6,30.6,N/A,56.8,47.9,66.9,85.8,20.0,30.0
United Kingdom,2016,76.4,90.0,N/A,78.0,64.9,39.0,N/A,86.0,71.8,76.4,88.0,90.0,80.0
Albania,2015,65.7,30.0,N/A,31.0,87.2,76.1,N/A,70.6,52.9,80.8,87.8,70.0,70.0
Armenia,2015,67.1,20.0,N/A,36.0,84.4,82.8,N/A,82.7,64.3,70.6,85.4,75.0,70.0
Austria,2015,71.2,90.0,N/A,69.0,50.1,19.8,N/A,78.0,76.7,80.3,88.0,90.0,70.0
Azerbaijan,2015,61.0,20.0,N/A,28.0,88.1,59.7,N/A,74.5,79.1,79.8,76.0,55.0,50.0
Belarus,2015,49.8,20.0,N/A,29.0,86.4,54.7,N/A,72.0,80.1,44.5,81.0,20.0,10.0
Belgium,2015,68.8,80.0,N/A,75.0,43.6,10.2,N/A,90.7,63.7,81.7,88.0,85.0,70.0
Bosnia and Herzegovina,2015,59.0,20.0,N/A,42.0,82.9,27.3,N/A,53.5,63.4,84.0,87.2,70.0,60.0
Bulgaria,2015,66.8,30.0,N/A,41.0,91.0,64.5,N/A,68.5,76.6,83.2,88.0,65.0,60.0
Croatia,2015,61.5,40.0,N/A,48.0,74.9,46.5,N/A,55.8,42.8,80.0,87.2,80.0,60.0
Cyprus,2015,67.9,70.0,N/A,63.0,79.5,36.7,N/A,79.5,59.6,82.7,88.0,70.0,50.0
Czech Republic,2015,72.5,75.0,N/A,48.0,81.5,40.6,N/A,68.2,82.9,81.2,88.0,80.0,80.0
Denmark,2015,76.3,95.0,N/A,91.0,39.6,1.8,N/A,97.4,92.1,87.6,88.0,90.0,80.0
Estonia,2015,76.8,90.0,N/A,68.0,80.6,53.2,N/A,81.5,58.7,77.6,88.0,90.0,80.0
Finland,2015,73.4,90.0,N/A,89.0,66.4,3.6,N/A,92.6,54.8,79.9,88.0,90.0,80.0
France,2015,62.5,80.0,N/A,71.0,47.5,2.5,N/A,80.2,43.5,77.5,83.0,70.0,70.0
Georgia,2015,73.0,40.0,N/A,49.0,87.2,73.8,N/A,88.6,79.9,82.7,88.6,80.0,60.0
Germany,2015,73.8,90.0,N/A,78.0,60.8,40.1,N/A,88.2,51.2,81.5,88.0,90.0,70.0
Greece,2015,54.0,40.0,N/A,40.0,64.2,0.0,N/A,73.3,51.6,77.8,83.0,60.0,50.0
"Hungary ",2015,66.8,55.0,N/A,54.0,78.7,25.9,N/A,74.5,67.7,79.2,88.0,75.0,70.0
Iceland,2015,72.0,90.0,N/A,78.0,72.0,32.6,N/A,90.5,62.2,77.0,88.0,70.0,60.0
Ireland,2015,76.6,85.0,N/A,72.0,73.6,45.6,N/A,82.1,76.2,83.9,88.0,90.0,70.0
Italy,2015,61.7,55.0,N/A,43.0,54.2,23.2,N/A,71.9,55.4,81.2,88.0,85.0,60.0
Kosovo,2015,N/A,30.0,N/A,33.0,N/A,73.9,N/A,66.8,72.1,74.9,N/A,65.0,N/A
Latvia,2015,69.7,50.0,N/A,53.0,84.4,59.2,N/A,82.1,61.5,83.8,88.0,85.0,50.0
Liechtenstein,2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.0,85.0,80.0
Lithuania,2015,74.7,60.0,N/A,57.0,92.9,61.3,N/A,84.9,62.0,81.2,88.0,80.0,80.0
Luxembourg,2015,73.2,90.0,N/A,80.0,62.3,42.2,N/A,71.3,42.1,80.7,88.0,95.0,80.0
Malta,2015,66.5,75.0,N/A,56.0,63.1,44.4,N/A,61.0,55.6,81.8,88.0,80.0,60.0
Moldova,2015,57.5,40.0,N/A,35.0,85.1,51.8,N/A,66.8,40.6,76.1,79.8,50.0,50.0
Montenegro,2015,64.7,40.0,N/A,44.0,92.6,36.7,N/A,77.1,77.5,79.7,84.8,65.0,50.0
Netherlands,2015,73.7,90.0,N/A,83.0,51.8,23.8,N/A,84.3,66.3,79.8,88.0,90.0,80.0
North Macedonia,2015,67.1,35.0,N/A,44.0,91.4,65.6,N/A,79.2,70.7,79.0,86.2,60.0,60.0
Norway,2015,71.8,90.0,N/A,86.0,52.1,43.8,N/A,92.1,48.2,81.7,89.4,75.0,60.0
Poland,2015,68.6,60.0,N/A,60.0,82.1,47.1,N/A,67.3,60.4,81.3,88.0,70.0,70.0
Portugal,2015,65.3,70.0,N/A,62.0,61.1,28.8,N/A,87.5,42.9,82.8,88.0,70.0,60.0
Romania,2015,66.6,40.0,N/A,43.0,86.9,62.3,N/A,69.8,68.6,77.3,88.0,80.0,50.0
Russia,2015,52.1,20.0,N/A,28.0,86.1,57.8,N/A,76.3,58.9,63.9,75.0,25.0,30.0
"Serbia ",2015,60.0,45.0,N/A,42.0,82.4,27.1,N/A,57.8,70.4,72.2,78.2,75.0,50.0
Slovakia,2015,67.2,50.0,N/A,47.0,80.8,55.1,N/A,69.6,56.5,75.5,88.0,80.0,70.0
Slovenia,2015,60.3,60.0,N/A,57.0,58.1,0.0,N/A,81.2,57.1,81.3,88.0,70.0,50.0
Spain,2015,67.6,70.0,N/A,59.0,53.1,39.8,N/A,77.5,52.6,81.3,88.0,85.0,70.0
Sweden,2015,72.7,90.0,N/A,89.0,43.0,19.2,N/A,87.9,54.0,85.5,88.0,90.0,80.0
Switzerland,2015,80.5,90.0,N/A,85.0,70.3,65.1,N/A,78.1,75.3,86.3,90.0,85.0,80.0
Turkey,2015,63.2,45.0,N/A,50.0,76.1,57.6,N/A,61.0,50.2,72.4,84.6,75.0,60.0
Ukraine,2015,46.9,20.0,N/A,25.0,78.7,28.0,N/A,59.3,48.2,78.6,85.8,15.0,30.0
United Kingdom,2015,75.8,90.0,N/A,76.0,62.9,30.3,N/A,91.1,75.6,74.4,88.0,90.0,80.0
Albania,2014,66.9,30.0,N/A,30.4,92.7,75.6,N/A,78.1,49.7,80.0,87.5,75.0,70.0
Armenia,2014,68.9,30.0,N/A,26.7,86.5,81.3,N/A,83.1,78.5,77.0,85.5,70.0,70.0
Austria,2014,72.4,90.0,N/A,75.5,51.0,23.5,N/A,76.3,80.5,79.5,87.8,90.0,70.0
Azerbaijan,2014,61.3,20.0,N/A,22.7,88.1,64.8,N/A,73.5,77.9,78.8,77.2,60.0,50.0
Belarus,2014,50.1,20.0,N/A,24.6,89.2,61.2,N/A,73.4,77.7,33.9,81.4,30.0,10.0
Belgium,2014,69.9,80.0,N/A,74.2,44.8,14.8,N/A,89.9,72.7,79.5,87.8,85.0,70.0
Bosnia and Herzegovina,2014,58.4,20.0,N/A,33.9,82.9,27.4,N/A,55.5,62.4,80.1,86.9,75.0,60.0
Bulgaria,2014,65.7,30.0,N/A,35.2,91.2,64.5,N/A,73.5,80.2,79.6,87.8,55.0,60.0
Croatia,2014,60.4,40.0,N/A,41.1,69.4,45.8,N/A,61.4,39.4,79.2,87.4,80.0,60.0
Cyprus,2014,67.6,70.0,N/A,64.0,79.7,36.2,N/A,79.7,70.2,78.8,82.8,65.0,50.0
Czech Republic,2014,72.2,70.0,N/A,45.3,81.7,43.8,N/A,70.1,84.0,79.4,87.8,80.0,80.0
Denmark,2014,76.1,90.0,N/A,93.7,39.3,0.5,N/A,98.1,91.2,80.0,87.8,90.0,90.0
Estonia,2014,75.9,90.0,N/A,64.2,80.4,56.0,N/A,77.6,55.9,76.9,87.8,90.0,80.0
Finland,2014,73.4,90.0,N/A,93.4,65.1,8.9,N/A,93.6,46.5,78.9,87.8,90.0,80.0
France,2014,63.5,80.0,N/A,69.9,48.4,5.6,N/A,79.9,51.8,76.1,82.8,70.0,70.0
Georgia,2014,72.6,40.0,N/A,42.8,87.3,69.7,N/A,87.8,91.2,78.4,88.6,80.0,60.0
Germany,2014,73.4,90.0,N/A,80.1,61.2,38.2,N/A,89.9,46.4,80.8,87.8,90.0,70.0
Greece,2014,55.7,40.0,N/A,33.2,65.9,19.2,N/A,75.8,53.9,76.3,82.8,60.0,50.0
"Hungary ",2014,67.0,60.0,N/A,48.6,81.1,26.8,N/A,79.3,65.7,75.6,87.8,75.0,70.0
Iceland,2014,72.4,90.0,N/A,84.2,72.9,32.9,N/A,91.2,59.1,76.0,87.9,70.0,60.0
Ireland,2014,76.2,90.0,N/A,74.8,74.0,30.6,N/A,83.4,79.5,81.7,87.8,90.0,70.0
Italy,2014,60.9,50.0,N/A,38.5,55.5,25.6,N/A,75.5,52.5,78.9,87.8,85.0,60.0
Kosovo,2014,N/A,30.0,N/A,28.6,92.7,73.0,N/A,58.1,71.3,72.7,N/A,65.0,N/A
Latvia,2014,68.7,50.0,N/A,43.6,84.6,54.9,N/A,82.5,68.5,79.7,87.8,85.0,50.0
Liechtenstein,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.0,85.0,80.0
Lithuania,2014,73.0,60.0,N/A,49.9,92.9,55.9,N/A,85.7,59.0,78.6,87.8,80.0,80.0
Luxembourg,2014,74.2,90.0,N/A,84.1,62.8,47.6,N/A,72.6,43.1,78.9,87.8,95.0,80.0
Malta,2014,66.4,75.0,N/A,55.8,63.7,47.2,N/A,62.4,53.2,79.1,87.8,80.0,60.0
Moldova,2014,57.3,40.0,N/A,29.5,85.8,54.4,N/A,70.1,37.9,75.0,80.1,50.0,50.0
Montenegro,2014,63.6,40.0,N/A,37.8,92.5,42.6,N/A,77.6,68.6,78.6,83.1,65.0,50.0
Netherlands,2014,74.2,90.0,N/A,88.0,51.7,25.6,N/A,89.7,59.6,79.9,87.8,90.0,80.0
North Macedonia,2014,68.6,35.0,N/A,39.6,91.4,70.7,N/A,81.0,78.8,83.5,85.9,60.0,60.0
Norway,2014,70.9,90.0,N/A,88.1,50.6,42.2,N/A,90.9,44.6,78.7,89.1,75.0,60.0
Poland,2014,67.0,60.0,N/A,54.8,76.1,43.2,N/A,70.1,60.4,77.8,87.8,70.0,70.0
Portugal,2014,63.5,70.0,N/A,61.1,60.1,26.8,N/A,84.9,34.6,79.3,87.8,70.0,60.0
Romania,2014,65.5,40.0,N/A,37.7,87.0,59.2,N/A,71.0,65.2,77.1,87.8,80.0,50.0
Russia,2014,51.9,25.0,N/A,22.1,85.6,61.5,N/A,70.0,55.8,69.4,74.6,25.0,30.0
"Serbia ",2014,59.4,40.0,N/A,34.0,83.1,38.6,N/A,59.3,70.1,66.9,77.0,75.0,50.0
Slovakia,2014,66.4,50.0,N/A,41.8,80.2,56.0,N/A,67.0,53.6,78.1,87.8,80.0,70.0
Slovenia,2014,62.7,60.0,N/A,61.0,58.9,22.6,N/A,85.4,51.0,80.3,87.8,70.0,50.0
Spain,2014,67.2,70.0,N/A,62.6,54.0,38.7,N/A,77.3,52.2,79.9,87.8,80.0,70.0
Sweden,2014,73.1,90.0,N/A,92.3,42.9,21.4,N/A,91.1,52.9,82.5,87.8,90.0,80.0
Switzerland,2014,81.6,90.0,N/A,88.1,68.9,65.7,N/A,75.4,87.4,85.2,90.0,85.0,80.0
Turkey,2014,64.9,50.0,N/A,44.0,77.5,63.5,N/A,67.6,59.7,71.8,84.5,70.0,60.0
Ukraine,2014,49.3,30.0,N/A,21.9,79.1,37.5,N/A,59.8,49.8,78.7,86.2,20.0,30.0
United Kingdom,2014,74.9,90.0,N/A,76.4,56.6,29.5,N/A,92.0,73.1,73.5,87.8,90.0,80.0
Albania,2013,65.2,30.0,N/A,31.0,92.6,75.1,N/A,81.0,49.0,78.4,79.8,65.0,70.0
Armenia,2013,69.4,30.0,N/A,26.0,88.0,82.1,N/A,87.6,77.1,73.0,85.4,75.0,70.0
Austria,2013,71.8,90.0,N/A,78.0,51.1,23.5,N/A,73.6,80.4,79.3,86.8,85.0,70.0
Azerbaijan,2013,59.7,25.0,N/A,24.0,85.5,67.8,N/A,69.2,79.4,73.5,77.2,55.0,40.0
Belarus,2013,48.0,20.0,N/A,24.0,88.8,43.5,N/A,75.2,76.9,40.7,80.8,20.0,10.0
Belgium,2013,69.2,80.0,N/A,75.0,45.0,14.5,N/A,91.6,69.8,79.3,86.8,80.0,70.0
Bosnia and Herzegovina,2013,57.3,20.0,N/A,32.0,83.2,26.9,N/A,54.3,61.2,79.0,86.4,70.0,60.0
Bulgaria,2013,65.0,30.0,N/A,33.0,94.0,64.2,N/A,73.6,74.8,78.6,86.8,55.0,60.0
Croatia,2013,61.3,40.0,N/A,40.0,75.4,48.7,N/A,63.0,42.4,81.1,87.5,75.0,60.0
Cyprus,2013,69.0,70.0,N/A,63.0,79.8,32.7,N/A,80.7,62.8,84.1,81.8,75.0,60.0
Czech Republic,2013,70.9,70.0,N/A,44.0,82.0,43.5,N/A,65.8,85.5,81.7,86.8,70.0,80.0
Denmark,2013,76.1,90.0,N/A,94.0,39.8,5.9,N/A,98.4,91.1,80.0,86.8,85.0,90.0
Estonia,2013,75.3,85.0,N/A,64.0,79.7,56.2,N/A,78.2,56.0,77.1,86.8,90.0,80.0
Finland,2013,74.0,90.0,N/A,94.0,66.9,12.2,N/A,94.8,45.3,79.5,86.8,90.0,80.0
France,2013,64.1,80.0,N/A,70.0,53.0,5.6,N/A,84.0,50.5,81.1,81.8,65.0,70.0
Georgia,2013,72.2,45.0,N/A,41.0,88.2,68.9,N/A,90.6,91.1,72.6,89.2,75.0,60.0
Germany,2013,72.8,90.0,N/A,80.0,61.8,37.3,N/A,92.1,43.8,81.2,86.8,85.0,70.0
Greece,2013,55.4,40.0,N/A,34.0,66.2,24.7,N/A,77.1,42.1,73.4,81.8,65.0,50.0
"Hungary ",2013,67.3,65.0,N/A,46.0,79.7,29.7,N/A,79.1,64.4,77.1,86.8,75.0,70.0
Iceland,2013,72.1,90.0,N/A,83.0,72.7,36.2,N/A,91.5,58.9,75.8,87.8,65.0,60.0
Ireland,2013,75.7,90.0,N/A,75.0,73.8,28.8,N/A,83.4,76.6,82.8,86.8,90.0,70.0
Italy,2013,60.6,50.0,N/A,39.0,55.5,25.3,N/A,76.9,52.0,80.2,86.8,80.0,60.0
Kosovo,2013,N/A,30.0,N/A,29.0,93.5,73.0,N/A,52.4,77.7,N/A,N/A,65.0,N/A
Latvia,2013,66.5,50.0,N/A,42.0,84.4,53.6,N/A,75.7,64.4,78.3,86.8,80.0,50.0
Liechtenstein,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.0,N/A,N/A,90.0,N/A,80.0
Lithuania,2013,72.1,60.0,N/A,48.0,92.8,53.6,N/A,77.6,64.1,78.3,86.8,80.0,80.0
Luxembourg,2013,74.2,90.0,N/A,85.0,65.0,47.1,N/A,74.8,39.0,79.3,86.8,95.0,80.0
Malta,2013,67.5,75.0,N/A,56.0,61.2,44.1,N/A,61.1,65.4,80.4,86.8,85.0,60.0
Moldova,2013,55.5,40.0,N/A,29.0,87.2,50.1,N/A,69.7,40.9,73.4,80.0,35.0,50.0
Montenegro,2013,62.6,40.0,N/A,40.0,92.4,41.5,N/A,72.7,71.4,79.9,83.0,55.0,50.0
Netherlands,2013,73.5,90.0,N/A,89.0,52.1,24.7,N/A,83.0,58.6,81.1,86.8,90.0,80.0
North Macedonia,2013,68.2,35.0,N/A,39.0,91.4,69.1,N/A,80.3,78.4,84.0,84.6,60.0,60.0
Norway,2013,70.5,90.0,N/A,90.0,51.0,40.3,N/A,92.6,44.7,76.9,89.3,70.0,60.0
Poland,2013,66.0,60.0,N/A,55.0,76.0,43.0,N/A,64.0,62.9,77.7,86.8,65.0,70.0
Portugal,2013,63.1,70.0,N/A,61.0,61.6,28.3,N/A,82.8,31.0,79.4,86.8,70.0,60.0
Romania,2013,65.1,40.0,N/A,36.0,87.9,62.2,N/A,70.4,63.5,74.7,86.8,80.0,50.0
Russia,2013,51.1,25.0,N/A,24.0,86.9,54.4,N/A,69.2,52.6,66.7,77.4,25.0,30.0
"Serbia ",2013,58.6,40.0,N/A,33.0,84.2,40.3,N/A,60.2,70.4,65.3,77.9,65.0,50.0
Slovakia,2013,68.7,50.0,N/A,40.0,84.7,58.0,N/A,71.0,72.2,79.1,86.8,75.0,70.0
Slovenia,2013,61.7,60.0,N/A,59.0,65.7,22.3,N/A,80.7,40.4,81.6,86.8,70.0,50.0
Spain,2013,68.0,70.0,N/A,62.0,53.9,43.0,N/A,80.3,54.3,79.9,86.8,80.0,70.0
Sweden,2013,72.9,90.0,N/A,93.0,39.6,21.0,N/A,93.2,53.6,82.1,86.8,90.0,80.0
Switzerland,2013,81.0,90.0,N/A,88.0,68.1,63.8,N/A,75.8,87.9,86.2,90.0,80.0,80.0
Turkey,2013,62.9,50.0,N/A,42.0,77.0,64.9,N/A,68.2,43.1,73.3,85.2,65.0,60.0
Ukraine,2013,46.3,30.0,N/A,23.0,78.2,29.4,N/A,47.6,49.9,71.0,84.4,20.0,30.0
United Kingdom,2013,74.8,90.0,N/A,78.0,57.0,27.7,N/A,94.1,71.6,72.4,86.8,90.0,80.0
Albania,2012,65.1,35.0,N/A,33.0,91.4,69.5,N/A,78.2,51.0,78.6,79.8,65.0,70.0
Armenia,2012,68.8,30.0,N/A,26.0,89.3,74.9,N/A,87.8,76.6,73.1,85.4,75.0,70.0
Austria,2012,70.3,90.0,N/A,79.0,50.5,15.4,N/A,70.3,78.1,82.2,87.2,80.0,70.0
Azerbaijan,2012,58.9,20.0,N/A,24.0,84.9,63.7,N/A,68.6,81.6,74.5,77.2,55.0,40.0
Belarus,2012,49.0,20.0,N/A,25.0,86.6,34.9,N/A,71.3,77.0,65.3,80.4,20.0,10.0
Belgium,2012,69.0,80.0,N/A,71.0,44.8,12.1,N/A,92.3,71.3,81.2,87.1,80.0,70.0
Bosnia and Herzegovina,2012,57.3,20.0,N/A,32.0,84.3,24.4,N/A,55.2,60.4,80.7,86.0,70.0,60.0
Bulgaria,2012,64.7,30.0,N/A,36.0,93.6,50.3,N/A,72.7,84.2,77.8,87.1,55.0,60.0
Croatia,2012,60.9,40.0,N/A,41.0,76.4,45.0,N/A,63.4,44.4,81.4,87.5,70.0,60.0
Cyprus,2012,71.8,70.0,N/A,63.0,83.3,37.1,N/A,81.6,69.9,85.7,82.1,75.0,70.0
Czech Republic,2012,69.9,70.0,N/A,46.0,82.0,36.8,N/A,67.7,77.9,81.5,87.1,70.0,80.0
Denmark,2012,76.2,90.0,N/A,93.0,39.8,0.0,N/A,99.1,92.1,80.7,87.1,90.0,90.0
Estonia,2012,73.2,80.0,N/A,65.0,79.1,38.8,N/A,75.7,56.9,79.3,87.1,90.0,80.0
Finland,2012,72.3,90.0,N/A,92.0,65.4,5.2,N/A,94.9,42.4,81.3,87.1,85.0,80.0
France,2012,63.2,80.0,N/A,68.0,53.8,5.3,N/A,83.7,51.6,82.3,82.1,55.0,70.0
Georgia,2012,69.4,40.0,N/A,38.0,87.8,55.8,N/A,86.9,92.1,74.4,89.2,70.0,60.0
Germany,2012,71.0,90.0,N/A,79.0,61.3,32.2,N/A,90.5,41.4,83.5,87.1,85.0,60.0
Greece,2012,55.4,50.0,N/A,35.0,65.3,16.2,N/A,76.3,36.6,72.6,82.1,60.0,60.0
"Hungary ",2012,67.1,70.0,N/A,47.0,78.6,24.4,N/A,79.8,67.6,76.1,87.1,70.0,70.0
Iceland,2012,70.9,90.0,N/A,85.0,73.5,21.8,N/A,92.0,60.9,72.5,88.2,65.0,60.0
Ireland,2012,76.9,90.0,N/A,80.0,73.9,30.4,N/A,92.8,78.4,76.7,87.1,90.0,70.0
Italy,2012,58.8,50.0,N/A,39.0,55.0,19.4,N/A,77.4,43.0,82.0,87.1,75.0,60.0
Kosovo,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Latvia,2012,65.2,50.0,N/A,43.0,84.3,43.8,N/A,75.9,59.1,79.1,87.1,80.0,50.0
Liechtenstein,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2012,71.5,60.0,N/A,50.0,93.6,41.7,N/A,79.2,64.6,79.3,87.1,80.0,80.0
Luxembourg,2012,74.5,90.0,N/A,85.0,63.6,46.6,N/A,75.9,40.9,81.3,87.1,95.0,80.0
Malta,2012,67.0,70.0,N/A,56.0,67.8,43.8,N/A,70.0,60.0,80.5,87.1,75.0,60.0
Moldova,2012,54.4,40.0,N/A,29.0,86.5,38.7,N/A,70.0,41.7,74.4,79.0,35.0,50.0
Montenegro,2012,62.5,40.0,N/A,37.0,91.3,31.7,N/A,69.2,86.1,81.2,83.6,55.0,50.0
Netherlands,2012,73.3,90.0,N/A,88.0,51.2,20.9,N/A,81.9,60.0,83.6,87.1,90.0,80.0
North Macedonia,2012,68.5,35.0,N/A,41.0,91.2,66.7,N/A,80.9,80.3,86.1,83.6,60.0,60.0
Norway,2012,68.8,90.0,N/A,86.0,52.5,35.3,N/A,88.4,46.3,75.1,89.3,65.0,60.0
Poland,2012,64.2,60.0,N/A,53.0,74.4,40.3,N/A,61.4,61.3,79.1,87.1,65.0,60.0
Portugal,2012,63.0,70.0,N/A,60.0,59.0,25.5,N/A,83.0,32.5,82.6,87.1,70.0,60.0
Romania,2012,64.4,40.0,N/A,37.0,87.4,55.1,N/A,70.5,62.6,74.3,87.1,80.0,50.0
Russia,2012,50.5,25.0,N/A,21.0,82.5,48.6,N/A,65.1,63.5,66.3,68.2,25.0,40.0
"Serbia ",2012,58.0,40.0,N/A,35.0,84.1,39.3,N/A,56.5,68.7,68.0,77.9,60.0,50.0
Slovakia,2012,67.0,50.0,N/A,43.0,84.2,48.2,N/A,71.0,58.1,83.5,87.1,75.0,70.0
Slovenia,2012,62.9,60.0,N/A,64.0,64.8,27.9,N/A,81.4,42.2,81.2,87.1,70.0,50.0
Spain,2012,69.1,70.0,N/A,61.0,61.3,37.1,N/A,81.3,51.8,81.5,87.1,80.0,80.0
Sweden,2012,71.7,90.0,N/A,92.0,39.1,8.8,N/A,94.6,54.6,80.9,87.1,90.0,80.0
Switzerland,2012,81.1,90.0,N/A,87.0,67.9,65.8,N/A,77.9,87.9,84.4,90.0,80.0,80.0
Turkey,2012,62.5,50.0,N/A,44.0,77.7,58.5,N/A,67.1,40.0,71.9,85.4,70.0,60.0
Ukraine,2012,46.1,30.0,N/A,24.0,78.2,29.4,N/A,46.2,51.2,67.7,84.4,20.0,30.0
United Kingdom,2012,74.1,90.0,N/A,76.0,56.4,21.5,N/A,94.7,71.5,73.9,87.1,90.0,80.0
Albania,2011,64.0,35.0,N/A,32.0,92.1,68.7,N/A,67.1,50.4,79.9,79.8,65.0,70.0
Armenia,2011,69.7,30.0,N/A,27.0,89.2,85.7,N/A,82.4,75.9,76.0,85.5,75.0,70.0
Austria,2011,71.9,90.0,N/A,79.0,50.3,28.0,N/A,72.8,78.2,82.9,87.6,80.0,70.0
Azerbaijan,2011,59.7,20.0,N/A,23.0,83.9,71.0,N/A,72.9,81.1,72.6,77.1,55.0,40.0
Belarus,2011,47.9,20.0,N/A,24.0,83.6,26.2,N/A,70.6,82.3,62.2,80.3,20.0,10.0
Belgium,2011,70.2,80.0,N/A,71.0,41.8,25.0,N/A,92.6,71.0,82.5,87.6,80.0,70.0
Bosnia and Herzegovina,2011,57.5,20.0,N/A,30.0,83.9,24.1,N/A,60.4,60.2,80.6,86.0,70.0,60.0
Bulgaria,2011,64.9,30.0,N/A,38.0,86.9,58.3,N/A,75.8,82.0,75.5,87.6,55.0,60.0
Croatia,2011,61.1,40.0,N/A,41.0,74.6,50.3,N/A,65.2,44.1,78.5,87.6,70.0,60.0
Cyprus,2011,73.3,80.0,N/A,66.0,74.6,45.6,N/A,80.1,71.4,87.6,82.6,75.0,70.0
Czech Republic,2011,70.4,65.0,N/A,49.0,81.0,44.8,N/A,69.8,77.0,80.0,87.6,70.0,80.0
Denmark,2011,78.6,90.0,N/A,93.0,43.2,19.5,N/A,99.7,92.1,81.4,87.6,90.0,90.0
Estonia,2011,75.2,80.0,N/A,66.0,80.7,52.2,N/A,80.9,55.8,78.7,87.6,90.0,80.0
Finland,2011,74.0,90.0,N/A,89.0,65.3,26.5,N/A,95.0,41.4,80.7,87.6,85.0,80.0
France,2011,64.6,80.0,N/A,69.0,52.3,16.4,N/A,85.6,51.4,83.7,82.6,55.0,70.0
Georgia,2011,70.4,40.0,N/A,41.0,87.5,60.3,N/A,87.3,92.1,76.7,89.2,70.0,60.0
Germany,2011,71.8,90.0,N/A,80.0,58.5,42.7,N/A,89.6,40.6,83.9,87.6,85.0,60.0
Greece,2011,60.3,50.0,N/A,38.0,65.9,34.3,N/A,76.2,55.2,80.6,82.6,60.0,60.0
"Hungary ",2011,66.6,65.0,N/A,51.0,69.7,27.4,N/A,76.5,67.7,75.9,87.6,75.0,70.0
Iceland,2011,68.2,90.0,N/A,87.0,69.8,0.0,N/A,92.7,60.7,68.6,88.2,65.0,60.0
Ireland,2011,78.7,90.0,N/A,80.0,72.1,47.1,N/A,92.0,77.5,80.7,87.6,90.0,70.0
Italy,2011,60.3,50.0,N/A,43.0,55.4,28.6,N/A,77.3,44.4,82.1,87.6,75.0,60.0
Latvia,2011,65.8,50.0,N/A,45.0,82.5,55.5,N/A,72.8,61.3,73.5,87.6,80.0,50.0
Liechtenstein,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2011,71.3,60.0,N/A,49.0,86.1,58.0,N/A,81.7,55.6,74.5,87.6,80.0,80.0
Luxembourg,2011,76.2,90.0,N/A,82.0,66.7,58.5,N/A,76.4,44.1,82.1,87.6,95.0,80.0
Malta,2011,65.7,70.0,N/A,52.0,62.5,39.8,N/A,70.0,60.0,80.1,87.6,75.0,60.0
Moldova,2011,55.7,40.0,N/A,33.0,85.6,48.1,N/A,69.5,39.0,77.0,80.2,35.0,50.0
Montenegro,2011,62.5,40.0,N/A,39.0,89.4,28.6,N/A,71.3,92.3,76.0,83.6,55.0,50.0
Netherlands,2011,74.7,90.0,N/A,89.0,50.6,36.8,N/A,81.9,58.3,82.7,87.6,90.0,80.0
North Macedonia,2011,66.0,35.0,N/A,38.0,90.0,64.3,N/A,64.6,79.7,84.5,83.6,60.0,60.0
Norway,2011,70.3,90.0,N/A,86.0,51.6,51.5,N/A,88.3,45.8,75.1,89.4,65.0,60.0
Poland,2011,64.1,60.0,N/A,50.0,74.0,43.8,N/A,61.4,61.2,78.1,87.6,65.0,60.0
Portugal,2011,64.0,70.0,N/A,58.0,61.1,36.2,N/A,80.1,34.7,82.3,87.6,70.0,60.0
Romania,2011,64.7,40.0,N/A,38.0,86.8,57.6,N/A,72.0,60.8,74.4,87.6,80.0,50.0
Russia,2011,50.5,25.0,N/A,22.0,82.7,65.1,N/A,50.7,62.9,63.1,68.2,25.0,40.0
"Serbia ",2011,58.0,40.0,N/A,35.0,83.6,41.9,N/A,59.0,68.9,66.0,75.2,60.0,50.0
Slovakia,2011,69.5,50.0,N/A,45.0,84.2,63.7,N/A,73.4,64.5,81.6,87.6,75.0,70.0
Slovenia,2011,64.6,60.0,N/A,66.0,65.1,41.1,N/A,83.6,41.8,80.5,87.6,70.0,50.0
Spain,2011,70.2,70.0,N/A,61.0,61.0,49.3,N/A,77.2,53.0,82.4,87.6,80.0,80.0
Sweden,2011,71.9,90.0,N/A,92.0,37.6,17.3,N/A,95.0,54.0,80.1,87.6,85.0,80.0
Switzerland,2011,81.9,90.0,N/A,90.0,68.4,69.3,N/A,80.2,87.8,83.8,90.0,80.0,80.0
